sentences,tokens,ner_tokens,FUNDAMENTO,DATA,ORGANIZACAO,PESSOA,PRODUTODELEI,LOCAL,EVENTO,lem_sentence,stem_sentence,id
dep. célio studart pv / ce p l n .4 6 4 9 / 2 0 1 9 a p re s e n ta ç ã o : 2 1 / 0 8 / 2 0 1 9 1 9 : 1 6,"['dep.', 'célio', 'studart', 'pv', '/', 'ce', 'p', 'l', 'n', '.4', '6', '4', '9', '/', '2', '0', '1', '9', 'a', 'p', 're', 's', 'e', 'n', 'ta', 'ç', 'ã', 'o', ':', '2', '1', '/', '0', '8', '/', '2', '0', '1', '9', '1', '9', ':', '1', '6']","['B-PESSOA', 'B-PESSOA', 'I-PESSOA', 'B-ORGANIZACAO', 'O', 'B-LOCAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,1,2,0,1,0,de ep célio studart pv ce p l n .4 6 4 9 2 0 1 9 p re s n ta ç ã 2 1 0 8 2 0 1 9 1 9 1 6,dep céli studart pv ce p l n .4 6 4 9 2 0 1 9 p re s n ta ç ã 2 1 0 8 2 0 1 9 1 9 1 6,593
"moreira mendes e outros ) altera os artigos 23 , 24 e 187 , e acrescenta o art . 187 - a à constituição federal .","['moreira', 'mendes', 'e', 'outros', ')', 'altera', 'os', 'artigos', '23', ',', '24', 'e', '187', ',', 'e', 'acrescenta', 'o', 'art', '.', '187', '-', 'a', 'à', 'constituição', 'federal', '.']","['B-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'O']",1,0,0,1,0,0,0,Moreira Mendes alterar artigo 23 24 187 acrescentar art 187 constituição federal,mor mend alt artig 23 24 187 acrescent art 187 constitu feder,594
"por um lado , um caminho natural para a recomposição das fontes de financiamento , foi a aprovação de um fundo público para o financiamento das campanhas eleitorais , a exemplo do que ocorre em outras partes do mundo .","['por', 'um', 'lado', ',', 'um', 'caminho', 'natural', 'para', 'a', 'recomposição', 'das', 'fontes', 'de', 'financiamento', ',', 'foi', 'a', 'aprovação', 'de', 'um', 'fundo', 'público', 'para', 'o', 'financiamento', 'das', 'campanhas', 'eleitorais', ',', 'a', 'exemplo', 'do', 'que', 'ocorre', 'em', 'outras', 'partes', 'do', 'mundo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,natural recomposição fonte financiamento aprovação fundo público financiamento campanha eleitoral ocorrer parte mundo,natur recompos font financ aprov fund públic financ campanh eleitor ocorr part mund,595
"d ) artigo 307 , da lei nº 9.503 , de 23 de setembro de 1997 ( código brasileiro de trânsito ) , alterada pela lei nº 11.705 , de 2008 , que diz : “ art . 307 .","['d', ')', 'artigo', '307', ',', 'da', 'lei', 'nº', '9.503', ',', 'de', '23', 'de', 'setembro', 'de', '1997', '(', 'código', 'brasileiro', 'de', 'trânsito', ')', ',', 'alterada', 'pela', 'lei', 'nº', '11.705', ',', 'de', '2008', ',', 'que', 'diz', ':', '“', 'art', '.', '307', '.']","['O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",3,0,0,0,0,0,0,d artigo 307 lei nº 9.503 23 setembro 1997 código brasileiro trânsito alterar lei nº 11.705 2008 art 307,d artig 307 lei nº 9.503 23 setembr 1997 códig brasil trânsit alter lei nº 11.705 2008 art 307,596
"aos referidos conselhos competem , também , consoante dispõe o art . 7º da mesma lei , a supervisão , o acompanhamento , a fiscalização e a avaliação da política nacional do idoso , no âmbito das respectivas instâncias político-administrativas .","['aos', 'referidos', 'conselhos', 'competem', ',', 'também', ',', 'consoante', 'dispõe', 'o', 'art', '.', '7º', 'da', 'mesma', 'lei', ',', 'a', 'supervisão', ',', 'o', 'acompanhamento', ',', 'a', 'fiscalização', 'e', 'a', 'avaliação', 'da', 'política', 'nacional', 'do', 'idoso', ',', 'no', 'âmbito', 'das', 'respectivas', 'instâncias', 'político-administrativas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,0,0,0,referir conselho competer consoante dispor art 7º mesmo lei supervisão acompanhamento fiscalização avaliação política nacional idoso âmbito respectivo instância político-administrativo,refer conselh compet conso dispõ art 7º mesm lei supervis acompanh fiscal avali polít nacion idos âmbit respec inst político-administr,597
é um contrassenso .,"['é', 'um', 'contrassenso', '.']","['O', 'O', 'O', 'O']",0,0,0,0,0,0,0,contrassenso,contrassens,598
com o propósito de alterar esse quadro de iniquidade é que propomos a concessão de descontos nas tarifas de energia elétrica dos consumidores residenciais que habitam as localidades que abriguem centrais nucleares .,"['com', 'o', 'propósito', 'de', 'alterar', 'esse', 'quadro', 'de', 'iniquidade', 'é', 'que', 'propomos', 'a', 'concessão', 'de', 'descontos', 'nas', 'tarifas', 'de', 'energia', 'elétrica', 'dos', 'consumidores', 'residenciais', 'que', 'habitam', 'as', 'localidades', 'que', 'abriguem', 'centrais', 'nucleares', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,propósito alterar quadro iniquidade propor concessão desconto tarifa energia elétrico consumidor residencial habitar localidade abriguar central nuclear,propósit alter quadr iniqu prop concess descont tarif energ elétr consum resid habit local abrig centr nucle,599
"perante tais efeitos , considero de bom alvitre a proibição do cultivo e do uso dessa planta e das substâncias ou subprodutos que possam dela advir .","['perante', 'tais', 'efeitos', ',', 'considero', 'de', 'bom', 'alvitre', 'a', 'proibição', 'do', 'cultivo', 'e', 'do', 'uso', 'dessa', 'planta', 'e', 'das', 'substâncias', 'ou', 'subprodutos', 'que', 'possam', 'dela', 'advir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,perante efeito considerar alvitre proibição cultivo uso planta substância subproduto poder de ela advir,per efeit consider alvitr proib cult uso plant subst subprodut poss del adv,600
o congresso nacional decreta : art . 1 ° - fica instituído o cadastro nacional de pesquisa em drogas experimentais para o tratamento do câncer – banco nacional de combate ao câncer .,"['o', 'congresso', 'nacional', 'decreta', ':', 'art', '.', '1', '°', '-', 'fica', 'instituído', 'o', 'cadastro', 'nacional', 'de', 'pesquisa', 'em', 'drogas', 'experimentais', 'para', 'o', 'tratamento', 'do', 'câncer', '–', 'banco', 'nacional', 'de', 'combate', 'ao', 'câncer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'O']",0,0,0,0,1,0,0,congresso nacional decretar art 1 ° ficar instituir cadastro nacional pesquisa droga experimental tratamento câncer banco nacional combate câncer,congress nacion decret art 1 ° fic institu cadastr nacion pesquis drog experiment trat cânc banc nacion combat cânc,601
"esse novo tipo de golpe aplicado por pessoas maliciosas , que ficam ricas ilicitamente de uma hora para outra sem precisar portar arma ou outro objeto de intimidação , faz suas vitimas em qualquer lugar acessando simplesmente a internet no conforto de sua residência ou em escritórios , tendo facilidade em obter os dados financeiros dessas pessoas para a consumação dos crimes .","['esse', 'novo', 'tipo', 'de', 'golpe', 'aplicado', 'por', 'pessoas', 'maliciosas', ',', 'que', 'ficam', 'ricas', 'ilicitamente', 'de', 'uma', 'hora', 'para', 'outra', 'sem', 'precisar', 'portar', 'arma', 'ou', 'outro', 'objeto', 'de', 'intimidação', ',', 'faz', 'suas', 'vitimas', 'em', 'qualquer', 'lugar', 'acessando', 'simplesmente', 'a', 'internet', 'no', 'conforto', 'de', 'sua', 'residência', 'ou', 'em', 'escritórios', ',', 'tendo', 'facilidade', 'em', 'obter', 'os', 'dados', 'financeiros', 'dessas', 'pessoas', 'para', 'a', 'consumação', 'dos', 'crimes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,golpe aplicar pessoa malicioso ficar rico ilicitamente hora precisar portar arma outro objeto intimidação vitima acessar simplesmente Internet conforto residência escritório ter facilidade obter dado financeiro de esse pessoa consumação crime,golp aplic pesso malici fic ric ilicit hor precis port arm outr objet intimid vit acess simples internet confort resid escritóri tend facil obt dad financ dess pesso consum crim,602
§ 3º o café e o leite serão itens obrigatórios nos cardápios das refeições fornecidas como alimentação escolar nas escolas públicas .,"['§', '3º', 'o', 'café', 'e', 'o', 'leite', 'serão', 'itens', 'obrigatórios', 'nos', 'cardápios', 'das', 'refeições', 'fornecidas', 'como', 'alimentação', 'escolar', 'nas', 'escolas', 'públicas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,3º café leite ser item obrigatório cardápio refeição fornecer alimentação escolar escola público,3º café leit ser it obrigatóri cardápi refe fornec aliment escol escol públic,603
"desnecessário dizer , a recorrência desses episódios acaba por introduzir p l n .4 3 6 3 / 2 0 1 9 a p re s e n ta ç ã o : 0 8 / 0 8 / 2 0 1 9 1 5 : 4 4 câmara dos deputados desconfiança e descrédito às relações de consumo com os meios de hospedagem , o que , no longo prazo , termina por afetar a higidez da indústria turística brasileira como um todo .","['desnecessário', 'dizer', ',', 'a', 'recorrência', 'desses', 'episódios', 'acaba', 'por', 'introduzir', 'p', 'l', 'n', '.4', '3', '6', '3', '/', '2', '0', '1', '9', 'a', 'p', 're', 's', 'e', 'n', 'ta', 'ç', 'ã', 'o', ':', '0', '8', '/', '0', '8', '/', '2', '0', '1', '9', '1', '5', ':', '4', '4', 'câmara', 'dos', 'deputados', 'desconfiança', 'e', 'descrédito', 'às', 'relações', 'de', 'consumo', 'com', 'os', 'meios', 'de', 'hospedagem', ',', 'o', 'que', ',', 'no', 'longo', 'prazo', ',', 'termina', 'por', 'afetar', 'a', 'higidez', 'da', 'indústria', 'turística', 'brasileira', 'como', 'um', 'todo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,1,0,0,0,0,desnecessário recorrência de esse episódio acabar introduzir p l n .4 3 6 3 2 0 1 9 p re s n ta ç ã 0 8 0 8 2 0 1 9 1 5 4 4 Câmara deputado desconfiança descrédito relação consumo meio hospedagem longo prazo terminar afetar higidez indústria turístico brasileiro,desnecess recorr dess episódi acab introduz p l n .4 3 6 3 2 0 1 9 p re s n ta ç ã 0 8 0 8 2 0 1 9 1 5 4 4 câm deput desconfianç descrédit relaç consum mei hosped long praz termin afet higid indústr turís brasil,604
art . 2º a medalha maria da penha será outorgada pela secretaria da mulher da câmara dos deputados e pelo presidente da câmara dos deputados,"['art', '.', '2º', 'a', 'medalha', 'maria', 'da', 'penha', 'será', 'outorgada', 'pela', 'secretaria', 'da', 'mulher', 'da', 'câmara', 'dos', 'deputados', 'e', 'pelo', 'presidente', 'da', 'câmara', 'dos', 'deputados']","['O', 'O', 'O', 'O', 'B-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'O', 'O', 'O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'O', 'O', 'B-PESSOA', 'I-PESSOA', 'I-PESSOA', 'I-PESSOA', 'I-PESSOA']",0,0,1,1,1,0,0,art 2º medalha Maria Penha ser outorgar secretaria mulher câmara deputado presidente câmara deputado,art 2º medalh mar penh ser outorg secret mulh câm deput presid câm deput,605
"sua expansão reflete a valorização do conceito de desenvolvimento sustentável , que preconiza o crescimento econômico sem a destruição do patrimônio natural cultural e étnico . 4 4 por isso , consideramos oportuno e conveniente o incentivo ao agroturismo ou turismo rural no brasil .","['sua', 'expansão', 'reflete', 'a', 'valorização', 'do', 'conceito', 'de', 'desenvolvimento', 'sustentável', ',', 'que', 'preconiza', 'o', 'crescimento', 'econômico', 'sem', 'a', 'destruição', 'do', 'patrimônio', 'natural', 'cultural', 'e', 'étnico', '.', '4', '4', 'por', 'isso', ',', 'consideramos', 'oportuno', 'e', 'conveniente', 'o', 'incentivo', 'ao', 'agroturismo', 'ou', 'turismo', 'rural', 'no', 'brasil', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'O']",0,0,0,0,0,1,0,expansão refletir valorização conceito desenvolvimento sustentável preconizar crescimento econômico destruição patrimônio natural cultural étnico 4 4 considerar oportuno conveniente incentivo agroturismo turismo rural Brasil,expans reflet valor conceit desenvolv sustent preconiz cresc econôm destru patrimôni natur cult étnic 4 4 consider oportun conveni incen agrotur tur rural brasil,606
várias instituições e mantenedoras passaram a ser adquiridas por grupos estrangeiros e o lançamento de ações em bolsas das ies e mantenedoras privadas acentuou o processo .,"['várias', 'instituições', 'e', 'mantenedoras', 'passaram', 'a', 'ser', 'adquiridas', 'por', 'grupos', 'estrangeiros', 'e', 'o', 'lançamento', 'de', 'ações', 'em', 'bolsas', 'das', 'ies', 'e', 'mantenedoras', 'privadas', 'acentuou', 'o', 'processo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,várias instituição mantenedora passar adquirir grupo estrangeiro lançamento ação bolsas ies mantenedora privadas acentuar processo,vár institu manten pass adquir grup estrang lanç açõ bols ie manten priv acentu process,607
"xvii – produção rural ; xviii – proteção às peculiaridades produtivas regionais e aos bens patrimoniais 2 * 9 5 7 f 9 a c 3 4 5 * 9 5 7 f 9 a c 3 4 5 existentes no meio rural ; xix - proteção às atividades , tradições , usos e costumes das populações rurais .","['xvii', '–', 'produção', 'rural', ';', 'xviii', '–', 'proteção', 'às', 'peculiaridades', 'produtivas', 'regionais', 'e', 'aos', 'bens', 'patrimoniais', '2', '*', '9', '5', '7', 'f', '9', 'a', 'c', '3', '4', '5', '*', '9', '5', '7', 'f', '9', 'a', 'c', '3', '4', '5', 'existentes', 'no', 'meio', 'rural', ';', 'xix', '-', 'proteção', 'às', 'atividades', ',', 'tradições', ',', 'usos', 'e', 'costumes', 'das', 'populações', 'rurais', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,xvii produção rural xviii proteção peculiaridade produtivo regional bem patrimonial 2 9 5 7 f 9 c 3 4 5 9 5 7 f 9 c 3 4 5 existente rural xix proteção atividade tradição uso costume população rural,xvi produç rural xvii proteç peculiar produ region bem patrimon 2 9 5 7 f 9 c 3 4 5 9 5 7 f 9 c 3 4 5 exist rural xix proteç ativ trad uso costum popul rural,608
arnaldo faria de sá deputado federal – são paulo,"['arnaldo', 'faria', 'de', 'sá', 'deputado', 'federal', '–', 'são', 'paulo']","['B-PESSOA', 'I-PESSOA', 'I-PESSOA', 'I-PESSOA', 'B-PESSOA', 'I-PESSOA', 'O', 'B-LOCAL', 'I-LOCAL']",0,0,0,2,0,1,0,Arnaldo far sá deputado federal Paulo,arnald far sá deput feder paul,609
art . 3º o consumidor tem direito ao não recebimento de ligações telefônicas e mensagens eletrônicas com fins publicitários,"['art', '.', '3º', 'o', 'consumidor', 'tem', 'direito', 'ao', 'não', 'recebimento', 'de', 'ligações', 'telefônicas', 'e', 'mensagens', 'eletrônicas', 'com', 'fins', 'publicitários']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,art 3º consumidor direito recebimento ligação telefônico mensagem eletrônico fim publicitário,art 3º consum direit receb lig telefôn mens eletrôn fim publicit,610
"inclui-se nas situações do caput , a identificação criminal .","['inclui-se', 'nas', 'situações', 'do', 'caput', ',', 'a', 'identificação', 'criminal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,incluir se situação caput identificação criminal,inclui-s situ caput identific crim,611
"isso , contudo , não o priva de falhas e lacunas , que estão a exigir medidas legislativas para as corrigir e suprir .","['isso', ',', 'contudo', ',', 'não', 'o', 'priva', 'de', 'falhas', 'e', 'lacunas', ',', 'que', 'estão', 'a', 'exigir', 'medidas', 'legislativas', 'para', 'as', 'corrigir', 'e', 'suprir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,priva falha lacuna exigir medida legislativo corrigir suprir,priv falh lacun exig med legisl corrig supr,612
"os repasses de recursos previstos nesta lei dar-se-ão de forma complementar e não em substituição à liberação de recursos orçamentários para a execução das políticas voltadas à obtenção de recursos materiais e humanos para assistência ao preso , do egresso e do internado , bem como para a capacitação dos servidores do sistema penitenciário sob responsabilidade direta da união .","['os', 'repasses', 'de', 'recursos', 'previstos', 'nesta', 'lei', 'dar-se-ão', 'de', 'forma', 'complementar', 'e', 'não', 'em', 'substituição', 'à', 'liberação', 'de', 'recursos', 'orçamentários', 'para', 'a', 'execução', 'das', 'políticas', 'voltadas', 'à', 'obtenção', 'de', 'recursos', 'materiais', 'e', 'humanos', 'para', 'assistência', 'ao', 'preso', ',', 'do', 'egresso', 'e', 'do', 'internado', ',', 'bem', 'como', 'para', 'a', 'capacitação', 'dos', 'servidores', 'do', 'sistema', 'penitenciário', 'sob', 'responsabilidade', 'direta', 'da', 'união', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,repasse recurso prever lei dar-se-ão complementar substituição liberação recurso orçamentário execução política voltar obtenção recurso material humano assistência prender egresso internado capacitação servidor penitenciário responsabilidade direto união,rep recurs previst lei dar-se- complement substitu liber recurs orçament execuç polít volt obtenç recurs mater human assist pres egress intern capacit serv penitenci respons diret uni,613
"essa medida e outras que procuram evitar a disseminação da doença causam segregação e , consequentemente , preconceito na sociedade , em especial no ambiente laboral .","['essa', 'medida', 'e', 'outras', 'que', 'procuram', 'evitar', 'a', 'disseminação', 'da', 'doença', 'causam', 'segregação', 'e', ',', 'consequentemente', ',', 'preconceito', 'na', 'sociedade', ',', 'em', 'especial', 'no', 'ambiente', 'laboral', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,medida procurar evitar disseminação doença causar segregação consequentemente preconceito sociedade especial ambiente laboral,med procur evit dissemin doenç caus segreg consequ preconceit sociedad espec ambi labor,614
"deve-se lembrar ainda que a alteração proposta está em consonância com o que vem sendo praticado em diversas unidades da federação , como por exemplo no âmbito do distrito federal .","['deve-se', 'lembrar', 'ainda', 'que', 'a', 'alteração', 'proposta', 'está', 'em', 'consonância', 'com', 'o', 'que', 'vem', 'sendo', 'praticado', 'em', 'diversas', 'unidades', 'da', 'federação', ',', 'como', 'por', 'exemplo', 'no', 'âmbito', 'do', 'distrito', 'federal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,dever se lembrar alteração propostar consonância ser praticar diversos unidade federação âmbito distrito federal,deve-s lembr alter propost conson send pratic divers unidad feder âmbit distrit feder,615
"ao justificar aquela iniciativa , “ hoje , segundo o art . 13 da lei nº 8.987 / 95 , pode haver diferenciação tarifária em razão ‘ das características técnicas do serviço e dos custos específicos provenientes do atendimento aos distintos segmentos de usuários ’ , critério que reclama uma interpretação mais generosa a fim de poder acomodar a variação de tarifas decorrente do comportamento temporal da demanda .","['ao', 'justificar', 'aquela', 'iniciativa', ',', '“', 'hoje', ',', 'segundo', 'o', 'art', '.', '13', 'da', 'lei', 'nº', '8.987', '/', '95', ',', 'pode', 'haver', 'diferenciação', 'tarifária', 'em', 'razão', '‘', 'das', 'características', 'técnicas', 'do', 'serviço', 'e', 'dos', 'custos', 'específicos', 'provenientes', 'do', 'atendimento', 'aos', 'distintos', 'segmentos', 'de', 'usuários', '’', ',', 'critério', 'que', 'reclama', 'uma', 'interpretação', 'mais', 'generosa', 'a', 'fim', 'de', 'poder', 'acomodar', 'a', 'variação', 'de', 'tarifas', 'decorrente', 'do', 'comportamento', 'temporal', 'da', 'demanda', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,0,0,0,justificar iniciativa hoje art 13 lei nº 8.987 95 haver diferenciação tarifário razão característica técnico serviço custo específico proveniente atendimento distinto segmento usuário critério reclamar interpretação generoso acomodar variação tarifa decorrente comportamento temporal demanda,justific inici hoj art 13 lei nº 8.987 95 hav diferenci tarifár ra caracterís técn serviç cust específ proveni atend distint segment usu critéri reclam interpret gener acomod vari tarif decorr comport tempor demand,616
