sentences,tokens,ner_tokens,FUNDAMENTO,DATA,ORGANIZACAO,PESSOA,PRODUTODELEI,LOCAL,EVENTO,lem_sentence,stem_sentence,id
"a figura da sociedade civil de previdência privada , sem fins lucrativos , foi adotada na lei nº 6.435 , de 15 de julho de 1977 , a qual foi 2 recentemente revogada pela lei complementar nº 109 , de 29 de maio de 2001 , que no parágrafo primeiro do art . 77 determina que as entidades anteriormente autorizadas pela referida lei nº 6.435 , de 1977 , mantenham a organização jurídica como sociedade civil sem fins lucrativos .","['a', 'figura', 'da', 'sociedade', 'civil', 'de', 'previdência', 'privada', ',', 'sem', 'fins', 'lucrativos', ',', 'foi', 'adotada', 'na', 'lei', 'nº', '6.435', ',', 'de', '15', 'de', 'julho', 'de', '1977', ',', 'a', 'qual', 'foi', '2', 'recentemente', 'revogada', 'pela', 'lei', 'complementar', 'nº', '109', ',', 'de', '29', 'de', 'maio', 'de', '2001', ',', 'que', 'no', 'parágrafo', 'primeiro', 'do', 'art', '.', '77', 'determina', 'que', 'as', 'entidades', 'anteriormente', 'autorizadas', 'pela', 'referida', 'lei', 'nº', '6.435', ',', 'de', '1977', ',', 'mantenham', 'a', 'organização', 'jurídica', 'como', 'sociedade', 'civil', 'sem', 'fins', 'lucrativos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",3,0,0,0,0,0,0,figura sociedade civil previdência privado fim lucrativo adotar lei nº 6.435 15 julho 1977 2 recentemente revogar lei complementar nº 109 29 maio 2001 parágrafo art 77 determinar entidade anteriormente autorizar referir lei nº 6.435 1977 manter organização jurídico sociedade civil fim lucrativo,figur sociedad civil previd priv fim lucr adot lei nº 6.435 15 julh 1977 2 recent revog lei complement nº 109 29 mai 2001 parágraf art 77 determin entidad anteri autor refer lei nº 6.435 1977 mantenh organiz juríd sociedad civil fim lucr,641
deputado washington reis 2011 _ 750,"['deputado', 'washington', 'reis', '2011', '_', '750']","['B-PESSOA', 'B-PESSOA', 'I-PESSOA', 'B-DATA', 'O', 'O']",0,1,0,2,0,0,0,deputado Washington Reis 2011 750,deput washington reil 2011 750,642
"porém , a sociedade , como um todo , pode e deve colaborar e participar de todas as atividades de preservação dos bens comuns ao povo , e principalmente a que se refere à qualidade de vida .","['porém', ',', 'a', 'sociedade', ',', 'como', 'um', 'todo', ',', 'pode', 'e', 'deve', 'colaborar', 'e', 'participar', 'de', 'todas', 'as', 'atividades', 'de', 'preservação', 'dos', 'bens', 'comuns', 'ao', 'povo', ',', 'e', 'principalmente', 'a', 'que', 'se', 'refere', 'à', 'qualidade', 'de', 'vida', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,sociedade colaborar participar atividade preservação bem comum principalmente referir qualidade vida,sociedad colabor particip ativ preserv bem comum princip ref qual vid,643
o uso intensivo de agroquímicos nas lavouras preocupa a população .,"['o', 'uso', 'intensivo', 'de', 'agroquímicos', 'nas', 'lavouras', 'preocupa', 'a', 'população', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,uso intensivo agroquímico lavoura preocupar população,uso intens agroquím lavo preocup popul,644
"a 5ª vara federal negou a pretensão dos autores , mas determinou liminarmente a retirada do componente atinente à atualização da remuneração do capital próprio até a decisão de mérito , tendo a aneel dado cumprimento à essa deliberação 2 .","['a', '5ª', 'vara', 'federal', 'negou', 'a', 'pretensão', 'dos', 'autores', ',', 'mas', 'determinou', 'liminarmente', 'a', 'retirada', 'do', 'componente', 'atinente', 'à', 'atualização', 'da', 'remuneração', 'do', 'capital', 'próprio', 'até', 'a', 'decisão', 'de', 'mérito', ',', 'tendo', 'a', 'aneel', 'dado', 'cumprimento', 'à', 'essa', 'deliberação', '2', '.']","['O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'I-ORGANIZACAO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZACAO', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,2,0,0,0,0,5ª vara federal negar pretensão autor determinar liminarmente retirada componente atinente atualização remuneração capital decisão mérito ter aneel dar cumprimento deliberação 2,5ª var feder neg pretens autor determin limin retir compon atin atual remuner capit decis mérit tend aneel dad cumpr deliber 2,645
é isso que dá valor simbólico à norma aqui proposta .,"['é', 'isso', 'que', 'dá', 'valor', 'simbólico', 'à', 'norma', 'aqui', 'proposta', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,simbólico norma proposta,simból norm propost,646
"para isso , consideramos justo o limite de 3% ( três por cento ) do imposto devido , menor que o limite original 3 para compensar sua exclusividade , mas sem ser prejudicial ao esporte nacional que vivencia importante período no país .","['para', 'isso', ',', 'consideramos', 'justo', 'o', 'limite', 'de', '3%', '(', 'três', 'por', 'cento', ')', 'do', 'imposto', 'devido', ',', 'menor', 'que', 'o', 'limite', 'original', '3', 'para', 'compensar', 'sua', 'exclusividade', ',', 'mas', 'sem', 'ser', 'prejudicial', 'ao', 'esporte', 'nacional', 'que', 'vivencia', 'importante', 'período', 'no', 'país', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,considerar justo limite 3 imposto devido limite original 3 compensar exclusividade prejudicial esporte nacional vivenciar importante período país,consider just limit 3 impost dev limit orig 3 compens exclus prejudic esport nacion vivenc import períod país,647
e que tais funções muitas vezes são mais bem desempenhadas por pessoas com mais vivência profissional .,"['e', 'que', 'tais', 'funções', 'muitas', 'vezes', 'são', 'mais', 'bem', 'desempenhadas', 'por', 'pessoas', 'com', 'mais', 'vivência', 'profissional', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,função muitas desempenhar pessoa vivência profissional,funç muit desempenh pesso viv profiss,648
"o congresso nacional decreta : art . 1º as empresas e produtores de florestas plantadas ficam obrigadas , no prazo de um ano contado da data de entrada em vigor desta lei , a destinar no mínimo 5% ( cinco por cento ) da sua produção de madeira em toras com variedades adaptadas para o setor da construção civil , moveleira , naval , etc .","['o', 'congresso', 'nacional', 'decreta', ':', 'art', '.', '1º', 'as', 'empresas', 'e', 'produtores', 'de', 'florestas', 'plantadas', 'ficam', 'obrigadas', ',', 'no', 'prazo', 'de', 'um', 'ano', 'contado', 'da', 'data', 'de', 'entrada', 'em', 'vigor', 'desta', 'lei', ',', 'a', 'destinar', 'no', 'mínimo', '5%', '(', 'cinco', 'por', 'cento', ')', 'da', 'sua', 'produção', 'de', 'madeira', 'em', 'toras', 'com', 'variedades', 'adaptadas', 'para', 'o', 'setor', 'da', 'construção', 'civil', ',', 'moveleira', ',', 'naval', ',', 'etc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,congresso nacional decretar art 1º empresa produtor floresta plantar ficar obrigar prazo ano contar data entrada vigor lei destinar pequeno 5 produção madeira tora variedade adaptar setor construção civil moveleira naval etc,congress nacion decret art 1º empr produt florest plant fic obrig praz ano cont dat entr vig lei destin mín 5 produç mad tor variedad adapt set construç civil movel naval etc,649
p l n .4 6 1 0 / 2 0 1 9 a p re s e n ta ç ã o : 2 1 / 0 8 / 2 0 1 9 1 2 : 0 5 a implantação dessa sistemática pode forçar o condutor a respeitar o limite de velocidade em todo o trecho da via e não apenas nos locais onde estão instalados os radares .,"['p', 'l', 'n', '.4', '6', '1', '0', '/', '2', '0', '1', '9', 'a', 'p', 're', 's', 'e', 'n', 'ta', 'ç', 'ã', 'o', ':', '2', '1', '/', '0', '8', '/', '2', '0', '1', '9', '1', '2', ':', '0', '5', 'a', 'implantação', 'dessa', 'sistemática', 'pode', 'forçar', 'o', 'condutor', 'a', 'respeitar', 'o', 'limite', 'de', 'velocidade', 'em', 'todo', 'o', 'trecho', 'da', 'via', 'e', 'não', 'apenas', 'nos', 'locais', 'onde', 'estão', 'instalados', 'os', 'radares', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,p l n .4 6 1 0 2 0 1 9 p re s n ta ç ã 2 1 0 8 2 0 1 9 1 2 0 5 implantação sistemática forçar condutor respeitar limite velocidade trecho via local instalar radar,p l n .4 6 1 0 2 0 1 9 p re s n ta ç ã 2 1 0 8 2 0 1 9 1 2 0 5 implant sistemá forç condu respe limit veloc trech via local instal rad,650
"ressalta-se ainda a incoerência com o aspecto ambiental , pois a lei que se pretende a revogação contradiz a política de incentivo ao baixo carbono e ao necessário cumprimento de metas relativas aos pactos que assumimos como nação referente ao acordo de paris , por exemplo , pois incentiva justamente a exploração , desenvolvimento e produção de energia altamente poluente .","['ressalta-se', 'ainda', 'a', 'incoerência', 'com', 'o', 'aspecto', 'ambiental', ',', 'pois', 'a', 'lei', 'que', 'se', 'pretende', 'a', 'revogação', 'contradiz', 'a', 'política', 'de', 'incentivo', 'ao', 'baixo', 'carbono', 'e', 'ao', 'necessário', 'cumprimento', 'de', 'metas', 'relativas', 'aos', 'pactos', 'que', 'assumimos', 'como', 'nação', 'referente', 'ao', 'acordo', 'de', 'paris', ',', 'por', 'exemplo', ',', 'pois', 'incentiva', 'justamente', 'a', 'exploração', ',', 'desenvolvimento', 'e', 'produção', 'de', 'energia', 'altamente', 'poluente', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,ressaltar se incoerência aspecto ambiental lei pretender revogação contradizr política incentivo carbono necessário cumprimento meta relativo pacto assumir nação referente acordo Paris incentivar justamente exploração desenvolvimento produção energia altamente poluente,ressalta-s incoer aspect ambient lei pretend revog contradiz polít incen carbon necess cumpr met relat pact assum naçã refer acord paril incen just explor desenvolv produç energ alt polu,651
"o congresso nacional decreta : art . 1º a lei nº 9.394 , de 20 de dezembro de 1996 , passa a vigorar com a seguinte redação : art . 11 - a .","['o', 'congresso', 'nacional', 'decreta', ':', 'art', '.', '1º', 'a', 'lei', 'nº', '9.394', ',', 'de', '20', 'de', 'dezembro', 'de', '1996', ',', 'passa', 'a', 'vigorar', 'com', 'a', 'seguinte', 'redação', ':', 'art', '.', '11', '-', 'a', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,0,0,0,congresso nacional decretar art 1º lei nº 9.394 20 dezembro 1996 passar vigorar seguinte redação art 11,congress nacion decret art 1º lei nº 9.394 20 dezembr 1996 pass vigor seguint red art 11,652
"assim , dificilmente os agricultores da região nordeste terão capacidade financeira para adquirir máquinas cujo valor unitário é da ordem de r $ 1.000.000,00 ( em fevereiro de 2011 ) .","['assim', ',', 'dificilmente', 'os', 'agricultores', 'da', 'região', 'nordeste', 'terão', 'capacidade', 'financeira', 'para', 'adquirir', 'máquinas', 'cujo', 'valor', 'unitário', 'é', 'da', 'ordem', 'de', 'r', '$', '1.000.000,00', '(', 'em', 'fevereiro', 'de', '2011', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATA', 'I-DATA', 'I-DATA', 'O', 'O']",0,1,0,0,0,1,0,"dificilmente agricultor região nordeste ter capacidade financeiro adquirir máquina unitário ordem r $ 1.000.000,00 fevereiro 2011","dificil agricul reg nord ter capac financ adquir máquin unit ord r $ 1.000.000,00 fever 2011",653
"por todos esses motivos , contamos com o apoio de nossos pares congressistas para a aprovação desta proposta .","['por', 'todos', 'esses', 'motivos', ',', 'contamos', 'com', 'o', 'apoio', 'de', 'nossos', 'pares', 'congressistas', 'para', 'a', 'aprovação', 'desta', 'proposta', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,1,0,0,0,motivo contar par congressista aprovação proposta,motiv cont par congress aprov propost,654
"ao tratar da inserção urbana dos empreendimentos produzidos no âmbito do pmcmv , o tribunal fez o seguinte registro : as análises efetuadas durante a auditoria indicaram a produção de moradias por intermédio do pmcmv / far em zonas urbanas não consolidadas e com entorno desprovido de equipamentos e serviços .","['ao', 'tratar', 'da', 'inserção', 'urbana', 'dos', 'empreendimentos', 'produzidos', 'no', 'âmbito', 'do', 'pmcmv', ',', 'o', 'tribunal', 'fez', 'o', 'seguinte', 'registro', ':', 'as', 'análises', 'efetuadas', 'durante', 'a', 'auditoria', 'indicaram', 'a', 'produção', 'de', 'moradias', 'por', 'intermédio', 'do', 'pmcmv', '/', 'far', 'em', 'zonas', 'urbanas', 'não', 'consolidadas', 'e', 'com', 'entorno', 'desprovido', 'de', 'equipamentos', 'e', 'serviços', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUTODELEI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUTODELEI', 'I-PRODUTODELEI', 'I-PRODUTODELEI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,2,0,0,tratar inserção urbano empreendimento produzir âmbito pmcmv tribunal seguinte registro análise efetuar durante auditoria indicar produção moradia intermédio pmcmv far zona urbano consolidar entorno desprover equipamento serviço,trat inserç urban empreend produz âmbit pmcmv tribun seguint registr anális efetu dur audit indic produç morad intermédi pmcmv far zon urban consolid entorn desprov equip serviç,655
"há de se ressaltar a caudalosa legislação federal relativa a esse segmento populacional , que logrou expandir-se após o advento da constituição de 1988 .","['há', 'de', 'se', 'ressaltar', 'a', 'caudalosa', 'legislação', 'federal', 'relativa', 'a', 'esse', 'segmento', 'populacional', ',', 'que', 'logrou', 'expandir-se', 'após', 'o', 'advento', 'da', 'constituição', 'de', '1988', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O']",1,0,0,0,0,0,0,haver ressaltar caudaloso legislação federal relativo segmento populacional lograr expandir se advento constituição 1988,há ressalt caudal legisl feder relat segment populac logr expandir-s advent constitu 1988,656
"cabe destacar , no entanto , que este benefício assistencial não atende a todas as necessidades do idoso e da pessoa com deficiência , em especial daqueles que necessitam de cuidados diários e exclusivos para manutenção de uma vida minimamente digna .","['cabe', 'destacar', ',', 'no', 'entanto', ',', 'que', 'este', 'benefício', 'assistencial', 'não', 'atende', 'a', 'todas', 'as', 'necessidades', 'do', 'idoso', 'e', 'da', 'pessoa', 'com', 'deficiência', ',', 'em', 'especial', 'daqueles', 'que', 'necessitam', 'de', 'cuidados', 'diários', 'e', 'exclusivos', 'para', 'manutenção', 'de', 'uma', 'vida', 'minimamente', 'digna', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,caber destacar entanto benefício assistencial atender necessidade idoso pessoa deficiência especial de aquele necessitar cuidado diário exclusivo manutenção vida minimamente digno,cab destac entant benefíci assist atend necess idos pesso defici espec daquel necessit cuid diári exclus manutenç vid minim dign,657
"nos dias atuais , o brasil continua a se destacar no cenário mundial como um dos principais produtores agrícolas .","['nos', 'dias', 'atuais', ',', 'o', 'brasil', 'continua', 'a', 'se', 'destacar', 'no', 'cenário', 'mundial', 'como', 'um', 'dos', 'principais', 'produtores', 'agrícolas', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,1,0,dia atual Brasil continuar destacar cenário mundial principal produtor agrícola,dia atual brasil continu destac cen mund princip produt agrícol,658
"art . 2º a empresa constituída sob as leis brasileiras e que tenha sua sede e administração no país , quando contratar operações de crédito junto a instituições financeiras constituídas na forma de sociedade de economia mista ou de empresa pública , ou que sejam suas subsidiárias , deverá observar as seguintes restrições : i - enquanto não liquidada completamente a dívida : a ) a remuneração , incluindo os bônus , dos diretores , executivos , gerentes e demais empregados , individualmente , não poderá exceder o subsídio mensal , em espécie , dos ministros do supremo tribunal federal ; b ) fica suspensa a distribuição de lucros sob qualquer forma , incluindo dividendos ; e c ) fica vedada a contratação de qualquer modalidade de mútuo tendo como mutuante a empresa e como mutuaria quaisquer das pessoas indicadas na alínea “ a ” , do inciso i , deste artigo , bem como seus parentes consanguíneos ou afins até o quarto grau .","['art', '.', '2º', 'a', 'empresa', 'constituída', 'sob', 'as', 'leis', 'brasileiras', 'e', 'que', 'tenha', 'sua', 'sede', 'e', 'administração', 'no', 'país', ',', 'quando', 'contratar', 'operações', 'de', 'crédito', 'junto', 'a', 'instituições', 'financeiras', 'constituídas', 'na', 'forma', 'de', 'sociedade', 'de', 'economia', 'mista', 'ou', 'de', 'empresa', 'pública', ',', 'ou', 'que', 'sejam', 'suas', 'subsidiárias', ',', 'deverá', 'observar', 'as', 'seguintes', 'restrições', ':', 'i', '-', 'enquanto', 'não', 'liquidada', 'completamente', 'a', 'dívida', ':', 'a', ')', 'a', 'remuneração', ',', 'incluindo', 'os', 'bônus', ',', 'dos', 'diretores', ',', 'executivos', ',', 'gerentes', 'e', 'demais', 'empregados', ',', 'individualmente', ',', 'não', 'poderá', 'exceder', 'o', 'subsídio', 'mensal', ',', 'em', 'espécie', ',', 'dos', 'ministros', 'do', 'supremo', 'tribunal', 'federal', ';', 'b', ')', 'fica', 'suspensa', 'a', 'distribuição', 'de', 'lucros', 'sob', 'qualquer', 'forma', ',', 'incluindo', 'dividendos', ';', 'e', 'c', ')', 'fica', 'vedada', 'a', 'contratação', 'de', 'qualquer', 'modalidade', 'de', 'mútuo', 'tendo', 'como', 'mutuante', 'a', 'empresa', 'e', 'como', 'mutuaria', 'quaisquer', 'das', 'pessoas', 'indicadas', 'na', 'alínea', '“', 'a', '”', ',', 'do', 'inciso', 'i', ',', 'deste', 'artigo', ',', 'bem', 'como', 'seus', 'parentes', 'consanguíneos', 'ou', 'afins', 'até', 'o', 'quarto', 'grau', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PESSOA', 'O', 'B-PESSOA', 'O', 'B-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PESSOA', 'I-PESSOA', 'I-PESSOA', 'I-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,4,0,0,0,art 2º empresa constituir lei brasileiro ter sede administração país contratar operação crédito junto instituição financeiro constituír sociedade economia misturar empresa público ser subsidiária observar seguinte restrição i liquidar completamente dívida remuneração incluir bônu diretor executivo gerente empregado individualmente exceder subsídio mensal espécie ministro Supremo tribunal federal b ficar suspender distribuição lucro incluir dividendo c ficar vedado contratação modalidade mútuo ter mutuante empresa mutuaria qualquer pessoa indicar alínea inciso i artigo parente consanguíneo afim grau,art 2º empr constitu lei brasil tenh sed administr país contrat oper crédit junt institu financ constitu sociedad econom mist empr públic sej subsidiár observ seguint restr i liquid complet dív remuner inclu bônu dire execu gerent empreg individ exced subsídi mens espéci ministr supr tribun feder b fic suspens distribu lucr inclu divid c fic ved contrat modal mútu tend mutu empr mutu quaisqu pesso indic alíne incis i artig parent consanguíne afim grau,659
"hildo rocha ) altera o art . 17 da lei n o 9.249 , de 26 de dezembro de 1995 .","['hildo', 'rocha', ')', 'altera', 'o', 'art', '.', '17', 'da', 'lei', 'n', 'o', '9.249', ',', 'de', '26', 'de', 'dezembro', 'de', '1995', '.']","['B-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O']",1,0,0,1,0,0,0,hildo rocha alterar art 17 lei n 9.249 26 dezembro 1995,hild roch alt art 17 lei n 9.249 26 dezembr 1995,660
"para reverter esse injusto quadro , propomos a inclusão de § 9º no art . 20 da lei nº 8.742 , de 7 de dezembro de 93 para prever que o idoso e a pessoa com deficiência que necessitem de assistência permanente de outra pessoa terão direito a perceber um benefício majorado em 50% .","['para', 'reverter', 'esse', 'injusto', 'quadro', ',', 'propomos', 'a', 'inclusão', 'de', '§', '9º', 'no', 'art', '.', '20', 'da', 'lei', 'nº', '8.742', ',', 'de', '7', 'de', 'dezembro', 'de', '93', 'para', 'prever', 'que', 'o', 'idoso', 'e', 'a', 'pessoa', 'com', 'deficiência', 'que', 'necessitem', 'de', 'assistência', 'permanente', 'de', 'outra', 'pessoa', 'terão', 'direito', 'a', 'perceber', 'um', 'benefício', 'majorado', 'em', '50%', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,0,0,0,reverter injusto quadro propor inclusão 9º art 20 lei nº 8.742 7 dezembro 93 prever idoso pessoa deficiência necessitar assistência permanente pessoa ter direito perceber benefício majorar 50,revert injust quadr prop inclus 9º art 20 lei nº 8.742 7 dezembr 93 prev idos pesso defici necessit assist permanent pesso ter direit perceb benefíci major 50,661
